transaction_id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,hour,amount,channel,card_present,merchant_category,distance_from_home_km,distance_from_last_txn_km,ratio_to_median_price,is_foreign_transaction,is_fraud
54392,1.7802,1.2627,0.9992,0.9371,0.2017,-1.0865,0.7842,-0.1051,-0.5145,0.2467,15,17.42,card_present,1,dining,6.62,2.11,1.028,0,0
32001,-1.4737,0.039,-0.8839,0.5501,-1.7959,-0.219,-0.051,-1.4284,-0.5823,1.917,6,41.05,phone_order,0,grocery,2.15,3.37,0.647,0,0
24225,0.1774,-0.1435,-0.7031,0.4821,1.0986,-0.4556,0.2117,-0.7207,-0.5454,-2.3269,12,22.54,card_present,1,jewelry,5.0,3.23,3.343,0,0
18981,-0.9064,-0.0287,0.6966,-0.5287,1.5238,-0.608,0.2294,1.148,-1.1882,1.0801,11,211.42,card_present,1,dining,7.07,13.07,0.572,0,0
30578,-0.5592,0.4292,0.3111,-0.6869,-0.8643,3.0539,-1.7443,-0.6207,-0.5256,2.2382,4,60.67,card_present,1,online_retail,15.24,6.54,1.078,0,0
40589,1.6514,-0.6976,-0.8297,1.0964,-0.0253,0.7761,-0.9444,0.2073,-1.0406,0.33,0,24.4,online,0,grocery,0.19,1.12,1.163,0,0
41918,-1.2754,0.2094,-0.8696,1.6317,-1.0129,1.1406,-0.8771,1.1278,0.6833,-0.0072,6,113.81,online,0,online_retail,9.52,1.19,0.833,0,0
45461,0.9289,-1.7692,-2.1469,-0.9847,-2.3579,0.24,0.3786,-0.6321,0.5544,1.0211,2,3.08,card_present,1,online_retail,9.71,0.55,0.689,0,0
35039,1.1094,-1.076,-0.9383,-0.5433,0.1548,0.9373,-0.4277,0.2052,1.2965,0.4473,2,6.97,online,0,online_retail,3.76,4.32,0.957,0,0
17615,0.3817,-0.6938,1.4205,-1.1422,0.6283,-0.3202,-0.1264,0.5261,-0.3172,-0.0297,17,44.65,card_present,1,dining,2.5,2.54,0.596,1,0
39028,0.3972,0.7132,-0.5496,-1.5701,0.9165,-0.2928,-0.236,-2.6693,-0.5122,0.839,12,47.39,online,0,utilities,9.9,1.55,1.686,0,0
52140,-0.9373,-1.655,1.8866,-1.4584,0.0117,-0.6237,-0.3763,0.0547,-0.3086,1.4345,15,13.07,online,0,online_retail,11.97,11.89,0.665,1,0
28576,-0.0328,-0.3315,-0.1013,0.9629,0.3051,-0.5588,-0.6368,1.2757,-0.9124,1.2249,6,101.64,card_present,1,jewelry,1.13,0.63,0.984,0,0
49560,0.165,-1.026,-0.0749,0.9141,0.2977,-1.0188,1.3404,-0.8839,0.948,-1.4208,0,35.69,card_present,1,fuel,5.53,1.67,1.39,0,0
51023,0.0803,0.4668,-1.5464,1.0533,-1.8131,1.4334,-0.44,1.6883,0.7648,1.737,0,52.79,online,0,travel,0.14,0.96,1.158,0,0
32025,-1.4833,-0.2816,-1.0937,-2.7175,0.2424,0.2899,0.5809,-0.2457,0.5151,-0.3276,16,39.68,online,0,jewelry,0.55,0.86,0.888,0,0
43012,-1.9787,0.4124,1.1915,-1.9072,-1.479,-0.9617,0.4454,0.6181,-0.2955,0.1219,5,29.25,card_present,1,dining,0.68,0.18,0.875,0,0
45306,-0.286,0.2003,-0.8109,-0.8457,-1.787,-0.4497,-0.7345,0.9712,0.0353,0.202,0,4.13,card_present,1,utilities,11.46,4.49,1.399,0,0
28059,0.1563,-1.8818,-0.5844,0.1938,-1.0367,-3.453,0.903,-0.4901,-1.0747,-1.1491,19,17.46,card_present,1,cash_advance,4.58,5.42,0.67,0,0
29977,0.2808,-1.255,-1.7073,0.1851,-1.609,-1.5743,0.4324,-0.5435,0.5274,-1.1981,19,8.08,card_present,1,entertainment,3.13,0.83,1.515,0,0
49370,1.6058,-1.0063,0.564,-0.6626,-0.287,0.1134,0.3341,-0.1817,0.46,0.5165,15,25.91,card_present,1,travel,20.52,1.24,0.707,0,0
8426,-1.8763,2.0436,0.2203,-0.0247,0.1267,0.2474,-0.2007,-2.4078,1.4727,-0.6978,22,16.16,online,0,fuel,6.36,1.55,0.935,0,0
5292,-1.3355,1.3939,1.0286,-0.4551,-1.0137,-0.6701,-0.8781,-1.4752,0.7442,-0.0673,16,30.01,online,0,online_retail,0.52,0.08,0.802,0,0
20293,0.4896,-1.0719,0.8088,0.1561,2.5038,1.6045,-0.7201,0.8534,-0.6856,-1.5371,16,73.79,card_present,1,online_retail,1.29,0.33,1.781,0,0
29016,-0.5101,-0.3441,0.0056,-0.6706,-0.0933,-0.3937,-1.217,0.5432,-0.3466,-1.2194,0,63.83,online,0,cash_advance,15.16,7.36,1.595,0,0
54607,0.2527,0.2029,-0.4305,-0.9997,1.5406,-1.3002,-1.63,-0.6245,-0.2364,-1.3298,15,141.51,card_present,1,online_retail,0.15,3.98,1.32,0,0
24928,-0.5835,-0.9404,0.4188,1.352,0.9298,-1.3494,2.331,-1.6562,0.3378,-0.145,21,6.16,phone_order,0,electronics,11.75,8.17,1.06,0,0
10324,-0.0463,-0.8358,-0.0295,-0.7867,-1.0556,-0.7196,0.9476,-0.8573,-0.7142,-0.1592,6,17.5,card_present,1,utilities,7.69,0.1,0.473,0,0
10286,1.8603,0.3299,-0.5205,-2.2377,0.4399,-0.1181,0.4476,0.2915,-0.0922,-0.6226,7,9.51,phone_order,0,dining,0.29,2.75,1.3,1,0
40494,0.7045,-0.5679,-0.961,-0.1323,1.0778,1.5498,-0.4482,-1.2795,-0.6734,-0.1726,15,58.92,online,0,dining,2.22,0.44,0.822,0,0
34673,-2.2069,-0.9493,0.8137,0.7776,0.9526,0.3452,-1.0934,1.6591,-1.6629,-1.4116,14,9.34,card_present,1,jewelry,33.97,4.48,0.459,0,0
21124,2.5436,-0.8462,-1.6606,-0.7023,0.3669,1.4828,-1.1383,-0.3584,0.0176,-0.1612,7,22.41,card_present,1,entertainment,17.89,2.95,0.679,0,0
5358,-1.4596,-0.6128,-0.1753,0.3799,-0.4092,1.5183,-1.7276,0.8497,-0.5864,-0.9929,9,38.91,card_present,1,cash_advance,1.29,8.09,0.688,0,0
4688,-0.6831,-1.2223,-0.6358,0.2326,-1.2183,2.2916,-0.2571,-0.5237,-1.0749,0.6363,18,12.68,online,0,online_retail,7.13,,1.269,0,0
17845,0.3686,0.2186,0.101,-0.1298,-0.0113,-1.0128,-1.2795,0.4355,3.2624,1.363,0,28.73,phone_order,0,jewelry,2.72,0.91,1.039,0,0
21414,1.3519,-0.0879,1.3998,-1.4402,0.203,0.6094,-0.396,-0.2783,0.6341,-1.0613,7,18.86,card_present,1,jewelry,12.64,18.4,1.133,0,0
5332,-0.0985,-1.0533,-0.2716,0.7146,0.5355,-1.7593,-2.1435,0.3346,0.0776,-0.8073,12,18.77,card_present,1,online_retail,21.86,0.47,1.123,0,0
28567,1.3674,0.3014,0.1155,0.3884,1.1639,0.9214,-1.048,-0.6546,-0.097,1.1439,8,20.49,card_present,1,grocery,22.33,1.16,0.908,0,0
8732,1.0652,0.3975,-1.1967,-1.9461,0.5462,-0.8605,-0.237,0.8054,0.07,0.2383,8,218.96,card_present,1,electronics,4.48,1.66,1.194,0,0
47981,-0.9414,0.0563,1.0264,0.1029,-0.0242,-0.3089,1.4072,-0.0296,-0.2638,-0.4628,10,14.19,card_present,1,utilities,2.31,1.46,0.582,0,0
28218,0.0475,-0.88,1.2699,-1.0995,0.5003,-0.8967,2.1417,1.2524,0.2162,0.4401,22,24.35,card_present,1,cash_advance,0.19,1.91,0.594,0,0
55091,0.192,-1.8634,-0.8577,-1.0069,0.5932,-0.7515,0.1681,0.2287,0.7977,0.7785,19,41.34,phone_order,0,travel,0.79,9.59,0.807,1,0
51813,0.2011,-0.5762,0.6621,0.6286,0.8766,0.2129,0.5547,1.5509,0.265,0.0603,19,16.27,card_present,1,dining,7.1,8.18,1.359,0,0
47201,0.0326,1.2044,-1.3309,-0.0577,-0.408,1.0237,-0.378,-0.6526,-1.3821,0.2616,19,20.49,online,0,online_retail,10.13,9.31,1.301,0,0
54357,-1.2764,0.8289,1.4932,-0.7934,0.8681,-1.3291,-1.5824,0.8655,0.0976,0.425,16,4.43,card_present,1,travel,12.82,2.13,1.063,0,0
59228,-0.2309,-0.4317,1.2488,-3.6122,1.705,0.1755,1.4677,-0.9614,-1.0009,-0.6679,3,83.69,phone_order,0,grocery,2.76,0.73,1.147,0,0
28198,0.1614,0.1354,0.652,-0.7235,0.9484,0.0146,0.1781,-1.5328,-0.476,-0.0116,10,52.93,card_present,1,entertainment,4.76,1.97,1.64,0,0
24294,0.5233,0.9424,0.6321,-0.5156,0.6067,-0.4689,1.4113,-0.8029,-1.5758,0.5507,12,13.18,card_present,1,grocery,12.68,2.09,0.77,0,0
15019,0.2939,-0.349,-0.0795,1.3692,0.8551,0.5832,0.5354,0.4784,0.1688,-1.1267,12,39.11,card_present,1,cash_advance,24.57,0.42,1.68,0,0
18701,-1.3366,0.6708,0.7262,-0.8427,0.7303,-0.5512,-0.0051,-0.2308,-0.2055,-1.4488,22,23.12,online,0,online_retail,2.38,0.95,1.02,0,0
56164,-0.5034,-0.9846,-0.1324,-0.8418,-1.3059,0.3797,-0.1693,-0.2028,0.3149,-1.6477,3,46.02,phone_order,0,grocery,2.24,1.79,1.174,0,0
41699,-0.0856,0.8811,0.7773,-0.0629,-0.1385,-0.0288,0.7167,0.5415,-0.6656,0.4187,19,12.94,online,0,fuel,1.22,0.01,1.018,0,0
6188,-0.844,0.466,0.7034,0.8461,1.8115,0.8391,0.0082,1.8002,-0.8178,-0.332,20,3.59,card_present,1,utilities,3.72,2.53,1.588,0,0
33550,-1.4803,0.8356,0.142,-0.1439,0.8517,-0.3448,0.6366,-0.2984,0.2416,-0.2035,1,163.97,card_present,1,cash_advance,0.09,7.55,0.733,0,0
17647,0.4052,0.3739,0.8273,-0.8777,-0.8443,-0.4543,0.1009,0.1003,-1.0498,-0.0371,9,21.91,card_present,1,entertainment,21.65,1.99,1.044,0,0
2939,-0.769,0.2186,-0.367,0.4536,0.1481,-0.7967,0.8231,0.5116,1.5421,0.5716,14,41.27,phone_order,0,online_retail,1.56,2.22,0.543,0,0
1367,-1.8519,-1.2144,0.7816,-1.3202,1.3949,0.7668,-1.404,0.3855,1.0731,-0.6768,18,16.26,online,0,travel,5.67,0.26,1.158,0,0
29423,-0.2886,0.0917,-0.0577,-1.5993,-1.4022,0.4837,1.5489,-1.684,-0.5401,0.6359,12,156.68,online,0,jewelry,3.08,0.02,1.339,0,0
43191,-0.9429,0.7338,0.4059,-0.0901,-3.3872,-0.4071,-2.5072,0.5678,-0.0724,0.3198,1,7.29,card_present,1,entertainment,6.03,5.02,0.426,0,0
12321,-0.3187,1.3621,-0.4866,2.9161,0.6926,-0.6089,-0.8649,-0.4097,1.788,1.4727,14,42.58,card_present,1,entertainment,19.26,2.22,0.852,0,0
34856,0.1627,1.8079,-1.2859,-0.3925,-1.0704,0.3866,2.4038,0.8225,-1.4164,0.2783,3,5.56,online,0,cash_advance,3.9,0.26,2.051,0,0
55694,-0.8125,-0.3584,-1.6692,-1.0727,-0.7799,-0.8686,1.4594,-0.2913,-0.2581,-1.5269,6,85.15,card_present,1,entertainment,11.94,0.17,0.825,0,0
56981,-0.1614,0.4878,1.308,0.1483,1.6295,0.6263,0.3362,0.8542,-0.4142,0.6037,12,10.51,card_present,1,travel,1.53,0.69,1.659,0,0
26431,-0.4802,-1.1207,-0.8532,0.5637,-0.8903,0.0494,0.7327,-0.9342,-0.1214,0.9145,1,38.17,online,0,electronics,5.37,9.79,0.746,0,0
46684,2.0327,1.0396,-0.4335,-1.4881,-1.2141,0.4633,0.1291,0.0511,-0.4337,0.0621,9,82.84,online,0,jewelry,2.38,4.51,2.152,0,0
981,-0.7355,-1.5689,0.2296,0.7646,-1.3435,0.4046,0.9694,-0.2759,0.5979,-1.056,5,40.89,online,0,jewelry,5.42,24.97,0.89,0,0
23145,0.1819,-0.7036,0.1317,-0.5371,-0.8741,1.0402,0.3665,-0.7081,-0.3003,-0.3267,14,30.69,online,0,jewelry,4.48,3.59,1.239,0,0
22304,-0.1997,-1.5289,-0.5717,1.5532,-0.1578,0.5792,-1.6885,1.7371,-0.9036,0.3113,11,304.28,card_present,1,dining,0.06,1.03,0.554,0,0
34709,-1.0663,0.0511,-0.4885,-0.856,-1.7571,-0.4491,0.4,0.6326,0.4163,-0.3455,9,53.99,online,0,grocery,0.34,4.25,1.167,1,0
12915,0.1349,0.3826,0.3013,-1.5241,0.1122,-1.9054,-0.4133,-0.5439,-1.7086,0.173,9,40.56,card_present,1,online_retail,3.97,5.42,0.903,0,0
28011,-0.5814,-1.3034,0.5025,-0.382,2.0721,1.4701,0.7916,-1.0714,-0.2487,-0.5868,8,10.22,online,0,entertainment,7.36,4.19,0.796,0,0
39734,0.2135,-0.0786,-1.1336,1.0404,1.2014,-0.2804,0.1829,-1.1416,1.6802,-0.2635,9,6.53,card_present,1,dining,4.6,2.96,1.353,0,0
32637,-1.1259,1.2599,-1.1358,-0.7701,-0.7541,-0.9368,-1.2717,-0.3134,0.8854,-1.474,2,68.62,card_present,1,online_retail,2.38,2.84,1.538,0,0
27496,-0.0629,-1.65,-0.4706,1.3231,-0.8531,-1.07,-0.6369,-1.3089,0.067,-0.6039,23,55.87,card_present,1,jewelry,1.86,1.35,1.114,0,0
14608,-0.329,-0.1612,-0.7754,-0.3616,-1.0158,-0.001,-0.5459,-0.2042,0.5224,-0.7957,5,34.92,online,0,cash_advance,4.55,3.46,1.102,0,0
41924,0.5141,-0.7904,-0.3866,-0.3089,1.1028,-0.4318,-1.6407,-0.3439,-2.224,1.0225,4,293.55,card_present,1,dining,3.59,1.09,1.484,1,0
47298,0.7731,-1.2708,-1.0677,-1.0944,0.0613,0.1548,0.2665,1.023,-0.8209,0.092,7,17.89,card_present,1,jewelry,11.16,0.81,2.387,0,0
33509,-0.7841,-1.8968,-2.021,1.5866,0.9173,0.1721,-0.744,-1.7755,0.6377,0.1599,3,110.45,card_present,1,dining,5.65,2.31,0.831,0,0
9042,1.5557,-0.0906,0.1398,0.3337,0.9172,-0.4539,-1.3558,1.4388,0.2574,1.3003,14,19.28,card_present,1,cash_advance,29.77,6.27,1.467,0,0
3059,-1.3073,0.2007,0.5821,-0.7776,1.0816,0.3198,-0.3997,0.927,-0.703,-0.709,20,29.27,online,0,utilities,11.91,1.32,1.373,0,0
9022,0.7692,0.1049,-0.2143,-0.2898,-1.1787,-0.6222,0.6352,-0.8005,-1.8061,-0.1637,3,1.0,card_present,1,dining,29.95,32.61,0.56,0,0
54995,-1.3337,0.3659,1.2209,1.1936,0.421,-0.7157,0.6854,-1.8511,-1.1412,-0.4368,23,9.06,card_present,1,entertainment,34.31,5.26,0.816,0,0
43775,0.9416,-0.0324,0.5192,-0.2166,-0.1538,0.1364,-0.9607,1.484,0.8882,-0.15,12,288.46,card_present,1,fuel,0.71,2.31,1.306,0,0
19120,0.5542,0.1978,2.2549,-0.4171,-1.752,0.97,0.7362,0.9541,1.194,0.4618,17,4.25,online,0,online_retail,11.77,0.12,0.696,0,0
52654,0.0354,-0.0049,0.6589,-0.2882,-0.6716,1.767,-0.1988,-0.0364,-0.2404,1.1668,19,21.22,card_present,1,travel,3.83,2.33,1.109,0,0
58889,-0.9195,-0.723,-0.9679,0.7425,1.0627,-0.9281,0.8679,-1.2355,-0.1334,-0.1807,9,9.63,online,0,electronics,5.18,6.03,0.715,0,0
40901,-0.2647,-0.3726,-0.5419,-1.5922,-0.5753,-0.737,1.3048,-1.8121,-0.1046,0.4585,14,49.26,card_present,1,electronics,13.97,5.63,1.269,0,0
18465,-0.697,0.0879,0.3966,0.7089,-0.577,-0.142,1.4157,0.5842,0.1272,-0.6621,10,27.28,phone_order,0,entertainment,0.73,1.43,0.71,0,0
45117,0.9128,-1.3484,0.0116,-0.4141,-0.2063,1.2855,-1.3059,-0.6314,0.1172,1.0346,17,9.59,online,0,cash_advance,2.61,23.49,0.941,1,0
4239,-0.6066,-2.1197,1.322,0.4533,-1.7305,-0.1293,-0.9697,0.4722,0.7928,-0.616,20,25.43,card_present,1,fuel,12.46,4.17,1.279,0,0
7729,1.4164,-0.1913,-2.423,-0.5534,0.4952,-0.4259,-1.4989,-0.3426,0.2515,-0.5545,0,6.07,card_present,1,entertainment,13.57,1.15,0.448,0,0
1372,-0.3589,-0.0851,0.4355,-0.4174,1.9097,0.1946,1.4766,0.4612,-0.4764,1.1329,10,21.29,online,0,electronics,12.52,0.95,0.659,0,0
5161,2.8871,0.6674,-1.9236,0.6652,1.4315,-0.1645,-1.231,-0.7859,0.0108,0.3774,10,67.63,card_present,1,utilities,1.11,2.44,0.834,0,0
8613,-1.5711,0.029,0.1758,-0.7134,-0.3589,0.1798,-0.656,0.4501,-0.381,-1.3162,5,1.0,card_present,1,utilities,6.85,7.47,1.284,1,0
42153,-1.163,-0.0129,-1.202,0.5374,1.1004,-0.2033,0.2533,0.1214,1.4591,0.4217,23,47.35,card_present,1,online_retail,3.63,3.26,0.925,0,0
18003,-0.0861,-1.2556,-1.4378,0.4276,-0.4647,0.2136,-0.0892,-0.5273,-1.5329,1.1334,20,33.6,phone_order,0,utilities,4.13,1.76,1.039,1,0
34010,1.2485,-1.6352,-0.794,2.0116,-0.9741,-0.1876,-0.5239,0.5275,-1.7139,-1.439,20,65.69,online,0,jewelry,4.25,1.32,0.999,0,0
45471,-2.5073,-0.8405,-1.3934,0.6042,1.401,1.4051,0.2406,-0.0237,0.0342,0.0883,0,5.39,card_present,1,dining,13.02,,0.565,0,0
20694,0.7278,0.0976,0.8578,0.3403,-1.498,-1.3083,-1.0507,-1.2556,-0.4692,0.5353,4,17.42,card_present,1,utilities,3.77,2.76,1.528,1,0
21408,-0.1992,0.1333,-1.2727,0.1593,0.0506,-2.3042,0.3239,0.5422,1.0531,0.1402,21,55.35,online,0,travel,6.14,0.74,0.769,0,0
50033,-0.1606,-0.0706,1.7889,-0.716,0.9993,0.8811,-0.7782,-0.6304,-1.6843,-1.8593,12,1.72,card_present,1,grocery,13.01,2.8,0.566,0,0
4067,0.5973,-0.1766,-0.5345,-0.9877,1.2551,0.3781,-0.243,-0.0838,1.1127,1.1708,20,125.83,card_present,1,grocery,0.57,2.36,1.245,0,0
23905,-1.9425,0.9022,0.9378,-0.2094,-1.4322,1.4705,0.1165,-0.5642,0.8307,-0.6081,8,5.06,card_present,1,travel,6.22,0.92,1.33,1,0
55362,2.5094,-0.8719,1.0957,-1.6034,-0.4721,-0.6526,-0.4907,-1.4625,-0.3318,1.4686,15,15.62,card_present,1,cash_advance,10.5,2.79,2.278,1,0
14229,-0.2225,0.7033,0.546,-0.8079,-1.0701,-0.653,-0.8652,3.0432,-1.0457,-1.5257,22,309.84,card_present,1,utilities,7.3,3.18,1.081,0,0
9004,-0.1832,-1.489,-1.5419,-0.5184,1.1366,-0.7135,0.7942,2.0679,0.0919,-0.6812,4,105.31,card_present,1,jewelry,30.42,1.87,1.214,0,0
49277,1.0654,0.7836,-0.642,0.542,-0.8154,-0.9492,0.2301,0.4806,0.3264,1.2853,0,3.14,online,0,cash_advance,6.93,1.57,0.983,0,0
22851,-0.3438,-0.2156,2.3807,0.528,0.1804,0.4557,0.1714,0.3553,-0.8012,-0.1078,3,23.52,online,0,utilities,21.76,9.4,0.989,0,0
59247,0.0539,0.6012,-1.0437,-0.4694,-0.6233,0.3488,-0.5773,0.7568,1.6881,-1.36,19,21.9,card_present,1,fuel,7.9,6.09,0.685,0,0
16610,1.0656,0.2963,-0.2052,-0.9712,0.6805,0.0883,0.1949,-1.3284,0.5084,-0.6898,11,52.57,card_present,1,online_retail,1.97,3.03,0.672,0,0
59979,0.6563,-0.4502,-0.1887,-0.765,-1.2297,1.4066,1.1223,-0.389,1.6091,1.4992,6,47.03,online,0,electronics,19.6,5.68,1.178,0,0
14755,-0.2891,-0.4765,0.64,-1.123,-0.9275,0.7165,-0.8815,-0.6359,-0.1886,0.6772,2,11.19,card_present,1,jewelry,0.65,1.69,1.146,0,0
43235,0.3512,0.3428,-0.3431,-0.1258,-1.5999,0.0829,-1.5089,1.1414,1.1745,2.7585,16,12.81,card_present,1,entertainment,4.89,3.64,1.232,0,0
8417,-0.8332,0.1023,-0.6206,-0.0304,-0.564,0.6062,-2.2457,1.1741,-0.6852,0.7072,17,25.72,online,0,dining,4.05,1.7,0.768,0,0
29948,0.8599,0.9658,0.4929,-0.3434,-0.5372,-1.078,2.2605,-0.9191,0.1901,-0.2287,14,38.68,online,0,dining,0.28,2.23,1.152,0,0
14828,0.0519,0.5444,-1.6429,0.5954,-0.2901,-0.123,1.4564,0.5956,-0.2017,-0.6425,18,43.04,online,0,jewelry,9.73,10.53,0.902,0,0
791,-0.7776,-0.247,-1.0332,-1.0495,0.4362,-0.5624,-0.3828,-0.7924,-0.6499,-1.014,15,10.81,online,0,fuel,50.75,2.23,0.706,0,0
31419,-1.0747,0.6115,0.2697,0.9439,-0.0723,-0.6291,0.5669,0.2669,-0.5296,-0.5304,16,18.85,phone_order,0,travel,2.84,1.53,0.78,0,0
59535,0.2724,-1.8921,-0.0839,-0.9224,0.4895,1.9395,-1.0135,-1.2117,-0.8298,1.5494,0,42.6,online,0,travel,9.64,6.19,0.963,0,0
50499,0.0233,-2.4256,-0.1659,-0.9166,-0.1641,-0.3044,-0.375,0.4939,0.2616,0.5581,19,13.64,online,0,online_retail,10.04,19.16,0.45,0,0
44205,0.2416,-0.4431,-1.4447,-0.3416,-0.1792,1.2187,0.0343,-2.038,0.7162,1.3419,23,9.3,online,0,cash_advance,17.94,8.1,0.98,0,0
11870,0.188,-0.6185,0.7795,-0.2646,-0.3631,1.794,0.8201,1.2722,-0.2661,-0.6671,22,197.9,online,0,utilities,11.59,1.64,0.42,0,0
54251,0.5222,-1.1583,1.2215,-0.5173,1.3992,-1.8619,-0.3344,-0.7623,-1.5196,1.632,9,274.68,online,0,entertainment,1.33,0.37,2.137,0,0
4453,0.4877,0.1413,-0.151,0.4927,-0.5095,-0.231,-0.1366,-0.8889,-2.3558,-0.9075,11,8.67,phone_order,0,entertainment,9.5,1.7,1.042,1,0
31585,-0.5046,0.3027,-0.187,0.2327,-0.6756,-0.3143,1.0445,-0.7534,-2.0753,-0.9788,4,57.32,card_present,1,entertainment,5.93,4.46,1.042,0,0
53955,-1.6259,-0.3909,0.8776,0.0518,0.2401,0.653,-2.732,-0.6327,0.5122,1.409,6,181.62,card_present,1,electronics,7.06,11.45,1.294,0,0
17640,0.1976,-1.6327,0.6842,0.1416,-0.0464,-1.2277,0.3633,0.8903,-0.4502,-0.1732,18,27.41,card_present,1,jewelry,15.89,4.35,0.789,0,0
33545,-0.0836,1.709,1.0606,-0.5384,-0.9544,0.6859,-0.4512,0.5091,0.1594,1.3235,13,22.47,card_present,1,fuel,1.88,1.46,0.815,0,0
3070,-1.3851,0.5226,-0.3607,0.4067,0.0706,0.3924,0.3553,-0.6556,0.4732,-0.6006,6,33.55,card_present,1,entertainment,6.38,1.01,1.782,0,0
37327,-0.4098,-0.1852,0.3912,-0.0353,0.6457,-1.3585,-2.1577,-1.5652,-1.5149,-0.3129,0,30.86,online,0,electronics,7.51,0.84,1.136,0,0
56624,-0.1458,-0.4576,1.4381,-1.9658,0.0728,-0.4284,0.1789,-0.3128,-0.9866,-2.1294,13,151.32,card_present,1,travel,8.57,8.3,0.981,0,0
19667,-1.027,-1.0356,0.9253,1.5399,0.5316,0.113,-0.7293,1.4657,1.9817,1.2593,5,28.23,card_present,1,jewelry,3.67,1.02,1.464,0,0
59629,-1.9846,1.3547,-0.0472,-0.7746,-0.4855,-0.789,-0.8763,0.0177,-0.959,2.0509,11,63.85,card_present,1,fuel,12.08,6.75,0.689,0,0
44222,-0.0971,1.1586,-0.1008,0.3493,0.18,1.1466,0.68,0.4274,1.8971,-1.6905,0,18.24,online,0,entertainment,3.49,1.58,0.926,0,0
49745,-1.6674,-1.0549,0.21,-1.5133,-1.0796,-0.1282,-1.1259,-0.2126,-0.9638,-1.9112,1,192.8,online,0,travel,3.12,1.34,1.245,0,0
55969,-1.8438,0.5878,-0.3138,0.2563,-0.4831,0.5774,-1.0169,-1.6962,-1.7524,1.4696,3,10.08,card_present,1,jewelry,2.99,0.11,1.352,0,0
20409,1.3135,-0.3889,0.6162,0.6616,1.6629,-0.8127,-1.6455,1.6893,-1.8131,-0.0001,22,32.82,card_present,1,dining,8.19,5.33,0.995,1,0
39623,-0.3802,-1.4653,-1.3539,-1.1612,-0.9917,-0.405,-1.3188,-0.5777,-1.4515,0.1402,19,6.45,card_present,1,electronics,4.73,9.43,0.937,0,0
29385,0.9417,0.1882,-0.029,0.9356,1.1459,-0.8703,1.5128,0.4603,-1.6648,1.3582,4,27.8,card_present,1,travel,2.9,6.69,2.426,0,0
52314,0.7421,0.0204,-0.6125,-0.3862,-0.0788,0.4922,0.4653,0.0165,0.8456,-0.8027,1,86.4,online,0,grocery,13.87,3.01,0.839,0,0
16997,0.1437,0.9922,-1.8491,-0.1342,-0.4995,0.4873,0.5948,-0.4631,1.19,-0.2069,1,98.19,card_present,1,travel,15.83,4.22,0.851,0,0
35901,-0.6044,-0.3552,-1.2084,0.0466,-0.9834,-0.2359,-0.9843,-0.219,-0.7856,0.541,15,17.32,online,0,utilities,21.41,2.72,1.383,0,0
48787,0.7592,1.3939,-1.3314,1.3336,0.7903,1.727,-1.4691,0.273,0.0635,1.5659,14,34.78,card_present,1,utilities,9.25,10.37,1.483,0,0
50903,-0.6687,0.6859,0.5123,-0.6738,0.7865,0.1577,0.4112,0.1462,0.1473,0.9462,16,16.91,online,0,grocery,0.52,1.25,1.368,0,0
33498,-0.3676,0.5541,0.3097,-0.0002,1.4338,0.5755,-0.0436,-0.6644,-0.6759,-0.2987,14,46.09,phone_order,0,entertainment,9.35,3.62,0.532,0,0
57476,1.2729,0.3041,-0.8735,0.2998,0.8967,-0.6606,1.5407,-2.4919,-0.8192,0.7571,9,25.68,card_present,1,travel,3.45,0.77,0.263,1,0
11700,0.2225,2.1235,-0.5365,-0.1345,-0.1127,0.199,-0.3715,-2.7327,-3.1447,0.8215,9,58.23,online,0,fuel,2.62,8.68,0.481,0,0
36129,-0.1987,-0.5824,1.2862,0.55,-0.5808,0.6352,0.6954,-1.0222,-0.2319,-0.8336,16,163.4,card_present,1,utilities,16.9,3.45,1.973,0,0
59520,-0.4875,0.1662,0.9624,1.1293,0.9709,-0.3476,0.0888,-0.583,-1.2774,-1.7823,15,32.85,card_present,1,travel,6.32,2.73,0.782,0,0
50754,0.5616,1.2882,2.2879,-0.6666,0.4883,-0.5261,-1.323,0.1213,2.9293,-0.6721,0,3.02,online,0,travel,3.81,1.39,0.701,0,0
43379,-0.7114,-0.9633,0.51,-1.7515,-0.7517,-0.1311,-0.1231,1.3926,-0.6462,1.2511,19,12.49,card_present,1,travel,18.98,1.27,1.754,0,0
56680,0.7112,-0.9061,-0.4997,-0.799,-0.0049,0.3055,0.4019,-0.8101,-0.1621,-0.6263,5,122.31,online,0,travel,8.09,13.17,1.897,0,0
1898,-1.3414,-0.7845,-0.3587,1.6893,-0.7443,0.3103,-0.4223,-0.8232,-0.831,-1.6937,9,60.84,card_present,1,jewelry,35.53,3.87,0.731,0,0
31422,-0.86,-0.9245,-1.0233,0.23,-0.7051,1.3447,-1.4895,-0.299,-1.5368,1.0174,16,22.26,card_present,1,online_retail,4.28,3.96,0.608,0,0
30791,-1.5518,2.1478,-0.1344,-1.9415,-0.4419,-1.3923,-0.1531,0.9621,0.0831,-0.4851,5,248.16,card_present,1,electronics,18.44,0.17,0.809,0,0
22673,-2.6573,1.1081,0.1575,-0.8545,-0.6624,-1.2408,0.9329,0.1706,-0.5372,-0.8374,15,408.52,online,0,cash_advance,3.06,1.65,2.954,0,0
